time,parent,analyte,matrix,species,conc
6,tdn,tdla,amphib,LF,0.025461477
8,tdn,tdla,amphib,LF,0.020895886
8,tdn,tdla,amphib,LF,0.013192474
8,tdn,tdla,amphib,LF,0.018943592
8,tdn,tdla,amphib,LF,0.014735258
8,tdn,tdla,amphib,LF,0.035114212
8,tdn,tdla,amphib,LF,0.02085619
10,tdn,tdla,amphib,LF,0.029186033
10,tdn,tdla,amphib,LF,0.022615275
10,tdn,tdla,amphib,LF,0.022153021
10,tdn,tdla,amphib,LF,0.020433617
10,tdn,tdla,amphib,LF,0.024962956
10,tdn,tdla,amphib,LF,0.019790783
0,tdn,tdlb,amphib,LF,0.031020473
0,tdn,tdlb,amphib,LF,0.035801546
0,tdn,tdlb,amphib,LF,0.028804319
0,tdn,tdlb,amphib,LF,0.06477127
0,tdn,tdlb,amphib,LF,0.029820333
0,tdn,tdlb,amphib,LF,0.052649353
2,tdn,tdlb,amphib,LF,0.034835971
2,tdn,tdlb,amphib,LF,0.02893873
2,tdn,tdlb,amphib,LF,0.064748791
2,tdn,tdlb,amphib,LF,0.02645829
2,tdn,tdlb,amphib,LF,0.052672357
2,tdn,tdlb,amphib,LF,0.024666206
4,tdn,tdlb,amphib,LF,0.017652336
4,tdn,tdlb,amphib,LF,0.032085926
4,tdn,tdlb,amphib,LF,0.006728646
4,tdn,tdlb,amphib,LF,0.011207839
4,tdn,tdlb,amphib,LF,0.020254526
4,tdn,tdlb,amphib,LF,0.012125832
6,tdn,tdlb,amphib,LF,0.018090742
6,tdn,tdlb,amphib,LF,0.056814923
6,tdn,tdlb,amphib,LF,0.032434833
6,tdn,tdlb,amphib,LF,0.034345963
6,tdn,tdlb,amphib,LF,0.047158056
6,tdn,tdlb,amphib,LF,0.02875954
8,tdn,tdlb,amphib,LF,0.034899069
8,tdn,tdlb,amphib,LF,0.015955837
8,tdn,tdlb,amphib,LF,0.01851288
8,tdn,tdlb,amphib,LF,0.01280366
8,tdn,tdlb,amphib,LF,0.018338372
8,tdn,tdlb,amphib,LF,0.014965762
10,tdn,tdlb,amphib,LF,4.34E-03
10,tdn,tdlb,amphib,LF,0.008239235
10,tdn,tdlb,amphib,LF,0.006417204
10,tdn,tdlb,amphib,LF,0.018902715
10,tdn,tdlb,amphib,LF,0.018992786
10,tdn,tdlb,amphib,LF,0.006590532
0,tdn,tdn,soil,LF,4.130434828
0,tdn,tdn,soil,LF,2.985716329
0,tdn,tdn,soil,LF,1.642733275
0,tdn,tdn,soil,LF,2.414613283
0,tdn,tdn,soil,LF,5.771808013
0,tdn,tdn,soil,LF,1.937626035
2,tdn,tdn,soil,LF,2.271520449
2,tdn,tdn,soil,LF,4.918286446
2,tdn,tdn,soil,LF,5.681194498
2,tdn,tdn,soil,LF,3.706855988
2,tdn,tdn,soil,LF,7.040172007
2,tdn,tdn,soil,LF,5.554855056
4,tdn,tdn,soil,LF,2.032910322
4,tdn,tdn,soil,LF,4.664332334
4,tdn,tdn,soil,LF,2.734473466
4,tdn,tdn,soil,LF,2.622252408
4,tdn,tdn,soil,LF,4.132548212
4,tdn,tdn,soil,LF,3.806634854
6,tdn,tdn,soil,LF,4.202597231
6,tdn,tdn,soil,LF,4.502512043
6,tdn,tdn,soil,LF,2.790064544
6,tdn,tdn,soil,LF,3.966455208
6,tdn,tdn,soil,LF,2.731170077
6,tdn,tdn,soil,LF,3.617116849
8,tdn,tdn,soil,LF,3.153568431
8,tdn,tdn,soil,LF,4.090939835
8,tdn,tdn,soil,LF,4.910453014
8,tdn,tdn,soil,LF,3.7801442
8,tdn,tdn,soil,LF,4.037190801
8,tdn,tdn,soil,LF,2.929395097
10,tdn,tdn,soil,LF,3.532352552
10,tdn,tdn,soil,LF,2.533600442
10,tdn,tdn,soil,LF,2.598936796
10,tdn,tdn,soil,LF,2.560020486
10,tdn,tdn,soil,LF,3.946266825
10,tdn,tdn,soil,LF,2.772104224
0,tdn,tdla,soil,LF,0.023383019
0,tdn,tdla,soil,LF,0.034459617
0,tdn,tdla,soil,LF,0.018938602
0,tdn,tdla,soil,LF,0.015594197
0,tdn,tdla,soil,LF,0.012549234
0,tdn,tdla,soil,LF,0.025096849
2,tdn,tdla,soil,LF,0.022855057
2,tdn,tdla,soil,LF,0.035275055
2,tdn,tdla,soil,LF,0.034032869
2,tdn,tdla,soil,LF,0.035527016
2,tdn,tdla,soil,LF,0.020038117
2,tdn,tdla,soil,LF,0.03323951
4,tdn,tdla,soil,LF,0.024216646
4,tdn,tdla,soil,LF,0.025176624
4,tdn,tdla,soil,LF,0.017406321
4,tdn,tdla,soil,LF,0.02040865
4,tdn,tdla,soil,LF,0.021092278
4,tdn,tdla,soil,LF,0.016782978
6,tdn,tdla,soil,LF,0.033211492
6,tdn,tdla,soil,LF,0.038990929
6,tdn,tdla,soil,LF,0.031608356
6,tdn,tdla,soil,LF,0.05206965
6,tdn,tdla,soil,LF,0.031737082
6,tdn,tdla,soil,LF,0.034116474
8,tdn,tdla,soil,LF,0.037146451
8,tdn,tdla,soil,LF,0.019451827
8,tdn,tdla,soil,LF,0.015873268
8,tdn,tdla,soil,LF,0.011619412
8,tdn,tdla,soil,LF,0.015409514
8,tdn,tdla,soil,LF,0.022520862
10,tdn,tdla,soil,LF,0.040201602
10,tdn,tdla,soil,LF,0.016608673
10,tdn,tdla,soil,LF,0.025642399
10,tdn,tdla,soil,LF,0.032503445
10,tdn,tdla,soil,LF,0.017486227
10,tdn,tdla,soil,LF,0.010579041
0,tdn,tdlb,soil,LF,0.037591563
0,tdn,tdlb,soil,LF,0.051386041
0,tdn,tdlb,soil,LF,0.020572407
0,tdn,tdlb,soil,LF,0.023961172
0,tdn,tdlb,soil,LF,0.021567223
0,tdn,tdlb,soil,LF,0.02397682
2,tdn,tdlb,soil,LF,0.03139891
2,tdn,tdlb,soil,LF,0.06361665
2,tdn,tdlb,soil,LF,0.048784438
2,tdn,tdlb,soil,LF,0.046872854
2,tdn,tdlb,soil,LF,0.028444341
2,tdn,tdlb,soil,LF,0.052058563
4,tdn,tdlb,soil,LF,0.02779243
4,tdn,tdlb,soil,LF,0.037478618
4,tdn,tdlb,soil,LF,0.020439403
4,tdn,tdlb,soil,LF,0.031670542
4,tdn,tdlb,soil,LF,0.02876584
4,tdn,tdlb,soil,LF,0.01787763
6,tdn,tdlb,soil,LF,0.049122052
6,tdn,tdlb,soil,LF,0.060758055
6,tdn,tdlb,soil,LF,0.045419868
6,tdn,tdlb,soil,LF,0.080290575
6,tdn,tdlb,soil,LF,0.054031457
6,tdn,tdlb,soil,LF,0.05309626
8,tdn,tdlb,soil,LF,0.057258053
8,tdn,tdlb,soil,LF,0.028137927
8,tdn,tdlb,soil,LF,0.016198968
8,tdn,tdlb,soil,LF,0.014838053
8,tdn,tdlb,soil,LF,0.016778958
8,tdn,tdlb,soil,LF,0.030062794
10,tdn,tdlb,soil,LF,0.063309172
10,tdn,tdlb,soil,LF,0.023023327
10,tdn,tdlb,soil,LF,0.034500067
10,tdn,tdlb,soil,LF,0.055564428
10,tdn,tdlb,soil,LF,0.023614695
10,tdn,tdlb,soil,LF,0.0073477
0,imid,imid,amphib,LF,0.73148169
0,imid,imid,amphib,LF,1.058790605
0,imid,imid,amphib,LF,0.729321829
0,imid,imid,amphib,LF,0.813666458
0,imid,imid,amphib,LF,0.607467098
0,imid,imid,amphib,LF,0.588522987
2,imid,imid,amphib,LF,0.378511527
2,imid,imid,amphib,LF,0.515549221
2,imid,imid,amphib,LF,0.247500973
2,imid,imid,amphib,LF,0.706206114
2,imid,imid,amphib,LF,0.245622417
2,imid,imid,amphib,LF,0.393655166
4,imid,imid,amphib,LF,0.326749679
4,imid,imid,amphib,LF,0.356860152
4,imid,imid,amphib,LF,1.073747665
4,imid,imid,amphib,LF,1.269010141
4,imid,imid,amphib,LF,0.377722198
4,imid,imid,amphib,LF,0.55755347
6,imid,imid,amphib,LF,0.10171172
6,imid,imid,amphib,LF,0.65112938
6,imid,imid,amphib,LF,0.476857989
6,imid,imid,amphib,LF,0.325613627
6,imid,imid,amphib,LF,0.246360764
6,imid,imid,amphib,LF,1.581594004
8,imid,imid,amphib,LF,0.692484167
8,imid,imid,amphib,LF,0.424924938
8,imid,imid,amphib,LF,0.5739569
8,imid,imid,amphib,LF,0.204579215
8,imid,imid,amphib,LF,0.484179759
8,imid,imid,amphib,LF,0.405938147
10,imid,imid,amphib,LF,0.405218407
10,imid,imid,amphib,LF,0.601787596
10,imid,imid,amphib,LF,0.501054316
10,imid,imid,amphib,LF,0.630482061
10,imid,imid,amphib,LF,0.338901353
10,imid,imid,amphib,LF,0.2421998
0,imid,imid,soil,LF,0.796630992
0,imid,imid,soil,LF,0.73091969
0,imid,imid,soil,LF,1.951106685
0,imid,imid,soil,LF,1.440136114
0,imid,imid,soil,LF,1.070180372
0,imid,imid,soil,LF,0.872011851
2,imid,imid,soil,LF,2.471016152
2,imid,imid,soil,LF,1.977314477
2,imid,imid,soil,LF,1.728533516
2,imid,imid,soil,LF,0.687118856
2,imid,imid,soil,LF,0.578877665
2,imid,imid,soil,LF,1.906194111
4,imid,imid,soil,LF,0.208026343
4,imid,imid,soil,LF,1.64100778
4,imid,imid,soil,LF,0.555449529
4,imid,imid,soil,LF,0.608288865
4,imid,imid,soil,LF,1.606632646
4,imid,imid,soil,LF,0.201720786
6,imid,imid,soil,LF,0.879358614
6,imid,imid,soil,LF,0.655219548
6,imid,imid,soil,LF,0.207025856
6,imid,imid,soil,LF,0.871009475
6,imid,imid,soil,LF,0.839527548
6,imid,imid,soil,LF,0.631287079
8,imid,imid,soil,LF,1.958668613
8,imid,imid,soil,LF,0.934646981
8,imid,imid,soil,LF,0.846438989
8,imid,imid,soil,LF,0.321096879
8,imid,imid,soil,LF,0.689399455
8,imid,imid,soil,LF,0.566227325
10,imid,imid,soil,LF,0.945309838
10,imid,imid,soil,LF,1.292096809
10,imid,imid,soil,LF,0.660569341
10,imid,imid,soil,LF,0.60830659
10,imid,imid,soil,LF,0.209484252
10,imid,imid,soil,LF,1.037851792
0,atrazine,atrazine,amphib,BA,5.570048564
0,atrazine,atrazine,amphib,BA,17.59483119
0,atrazine,atrazine,amphib,BA,3.074205015
0,atrazine,atrazine,amphib,BA,15.89886245
0,atrazine,atrazine,amphib,BA,9.78279894
2,atrazine,atrazine,amphib,BA,10.23753505
2,atrazine,atrazine,amphib,BA,23.52791046
2,atrazine,atrazine,amphib,BA,9.934344481
2,atrazine,atrazine,amphib,BA,16.28574707
2,atrazine,atrazine,amphib,BA,13.26608122
4,atrazine,atrazine,amphib,BA,11.91207694
4,atrazine,atrazine,amphib,BA,8.377167028
4,atrazine,atrazine,amphib,BA,6.954592123
4,atrazine,atrazine,amphib,BA,16.17456476
4,atrazine,atrazine,amphib,BA,11.13571587
6,atrazine,atrazine,amphib,BA,2.757883195
6,atrazine,atrazine,amphib,BA,12.22026175
6,atrazine,atrazine,amphib,BA,11.20688617
6,atrazine,atrazine,amphib,BA,6.405223668
6,atrazine,atrazine,amphib,BA,3.694084956
8,atrazine,atrazine,amphib,BA,2.159341322
8,atrazine,atrazine,amphib,BA,4.104816901
8,atrazine,atrazine,amphib,BA,3.707013001
8,atrazine,atrazine,amphib,BA,20.84894976
8,atrazine,atrazine,amphib,BA,2.737473998
10,atrazine,atrazine,amphib,BA,11.79072742
10,atrazine,atrazine,amphib,BA,2.638235074
10,atrazine,atrazine,amphib,BA,2.416921895
10,atrazine,atrazine,amphib,BA,3.137873235
10,atrazine,atrazine,amphib,BA,1.920017022
0,atrazine,dia,amphib,BA,7.766524884
0,atrazine,dia,amphib,BA,12.45131717
0,atrazine,dia,amphib,BA,5.320102588
0,atrazine,dia,amphib,BA,5.715044717
0,atrazine,dia,amphib,BA,5.869261824
2,atrazine,dia,amphib,BA,10.58945333
2,atrazine,dia,amphib,BA,7.935939437
2,atrazine,dia,amphib,BA,7.112318994
2,atrazine,dia,amphib,BA,7.814099891
2,atrazine,dia,amphib,BA,12.53238825
4,atrazine,dia,amphib,BA,5.565718089
4,atrazine,dia,amphib,BA,8.712137195
4,atrazine,dia,amphib,BA,5.748126854
4,atrazine,dia,amphib,BA,9.890077584
4,atrazine,dia,amphib,BA,6.780861277
6,atrazine,dia,amphib,BA,3.334171705
6,atrazine,dia,amphib,BA,9.666234085
6,atrazine,dia,amphib,BA,6.720714318
6,atrazine,dia,amphib,BA,7.337542308
6,atrazine,dia,amphib,BA,4.857293999
8,atrazine,dia,amphib,BA,0.640285071
8,atrazine,dia,amphib,BA,1.10838183
8,atrazine,dia,amphib,BA,5.145217209
8,atrazine,dia,amphib,BA,11.2826734
8,atrazine,dia,amphib,BA,1.138646826
10,atrazine,dia,amphib,BA,8.731598018
10,atrazine,dia,amphib,BA,2.25110159
10,atrazine,dia,amphib,BA,1.579451999
10,atrazine,dia,amphib,BA,3.129736515
10,atrazine,dia,amphib,BA,3.712971564
0,atrazine,dea,amphib,BA,3.058613146
0,atrazine,dea,amphib,BA,3.988922687
0,atrazine,dea,amphib,BA,2.3455216
0,atrazine,dea,amphib,BA,2.269933443
0,atrazine,dea,amphib,BA,2.250226339
2,atrazine,dea,amphib,BA,3.784603495
2,atrazine,dea,amphib,BA,4.057496035
2,atrazine,dea,amphib,BA,2.771638269
2,atrazine,dea,amphib,BA,3.182355136
2,atrazine,dea,amphib,BA,4.164263322
4,atrazine,dea,amphib,BA,2.862619247
4,atrazine,dea,amphib,BA,3.263085055
4,atrazine,dea,amphib,BA,1.80792527
4,atrazine,dea,amphib,BA,3.861982528
4,atrazine,dea,amphib,BA,2.537392966
6,atrazine,dea,amphib,BA,1.056498768
6,atrazine,dea,amphib,BA,3.504700546
6,atrazine,dea,amphib,BA,2.146118293
6,atrazine,dea,amphib,BA,2.449565647
6,atrazine,dea,amphib,BA,1.401115269
8,atrazine,dea,amphib,BA,0.373247165
8,atrazine,dea,amphib,BA,0.513509916
8,atrazine,dea,amphib,BA,1.950121281
8,atrazine,dea,amphib,BA,5.842955238
8,atrazine,dea,amphib,BA,0.422232929
10,atrazine,dea,amphib,BA,3.070027167
10,atrazine,dea,amphib,BA,0.697984876
10,atrazine,dea,amphib,BA,0.572242294
10,atrazine,dea,amphib,BA,1.122044618
10,atrazine,dea,amphib,BA,1.357626726
0,atrazine,atrazine,soil,BA,9.879328906
0,atrazine,atrazine,soil,BA,12.45547599
0,atrazine,atrazine,soil,BA,15.57844561
0,atrazine,atrazine,soil,BA,15.1520148
0,atrazine,atrazine,soil,BA,14.6984202
2,atrazine,atrazine,soil,BA,12.38453564
2,atrazine,atrazine,soil,BA,14.63994466
2,atrazine,atrazine,soil,BA,13.03487815
2,atrazine,atrazine,soil,BA,14.11139006
2,atrazine,atrazine,soil,BA,15.33431537
4,atrazine,atrazine,soil,BA,15.56081571
4,atrazine,atrazine,soil,BA,11.04392922
4,atrazine,atrazine,soil,BA,15.21711265
4,atrazine,atrazine,soil,BA,15.6599606
4,atrazine,atrazine,soil,BA,17.6440279
6,atrazine,atrazine,soil,BA,13.38816703
6,atrazine,atrazine,soil,BA,11.681079
6,atrazine,atrazine,soil,BA,15.18962201
6,atrazine,atrazine,soil,BA,9.038038715
6,atrazine,atrazine,soil,BA,10.67586793
8,atrazine,atrazine,soil,BA,15.04668736
8,atrazine,atrazine,soil,BA,14.11458967
8,atrazine,atrazine,soil,BA,9.505611335
8,atrazine,atrazine,soil,BA,11.64743641
8,atrazine,atrazine,soil,BA,10.16095762
10,atrazine,atrazine,soil,BA,20.47418687
10,atrazine,atrazine,soil,BA,9.68353939
10,atrazine,atrazine,soil,BA,14.40605967
10,atrazine,atrazine,soil,BA,18.9224483
10,atrazine,atrazine,soil,BA,11.49634553
0,atrazine,dia,soil,BA,0.044381306
0,atrazine,dia,soil,BA,0.060643282
0,atrazine,dia,soil,BA,0.055442167
0,atrazine,dia,soil,BA,0.068566609
0,atrazine,dia,soil,BA,0.04730255
2,atrazine,dia,soil,BA,0.05872073
2,atrazine,dia,soil,BA,0.042419359
2,atrazine,dia,soil,BA,0.045251185
2,atrazine,dia,soil,BA,0.04174154
2,atrazine,dia,soil,BA,0.046523102
4,atrazine,dia,soil,BA,0.058812933
4,atrazine,dia,soil,BA,0.057944766
4,atrazine,dia,soil,BA,0.05102724
4,atrazine,dia,soil,BA,0.048746429
4,atrazine,dia,soil,BA,0.071914487
6,atrazine,dia,soil,BA,0.056198054
6,atrazine,dia,soil,BA,0.060598482
6,atrazine,dia,soil,BA,0.047587455
6,atrazine,dia,soil,BA,0.039031234
6,atrazine,dia,soil,BA,0.051559544
8,atrazine,dia,soil,BA,0.062906647
8,atrazine,dia,soil,BA,0.043020294
8,atrazine,dia,soil,BA,0.048917098
8,atrazine,dia,soil,BA,0.04809055
8,atrazine,dia,soil,BA,0.047142461
10,atrazine,dia,soil,BA,0.053068072
10,atrazine,dia,soil,BA,0.040746047
10,atrazine,dia,soil,BA,0.039906946
10,atrazine,dia,soil,BA,0.057510053
10,atrazine,dia,soil,BA,0.052849149
0,atrazine,dea,soil,BA,0.062890109
0,atrazine,dea,soil,BA,0.06808645
0,atrazine,dea,soil,BA,0.076462062
0,atrazine,dea,soil,BA,0.094030727
0,atrazine,dea,soil,BA,0.068897342
2,atrazine,dea,soil,BA,0.0747555
2,atrazine,dea,soil,BA,0.065794603
2,atrazine,dea,soil,BA,0.069682536
2,atrazine,dea,soil,BA,0.062276633
2,atrazine,dea,soil,BA,0.064010213
4,atrazine,dea,soil,BA,0.081478407
4,atrazine,dea,soil,BA,0.064690003
4,atrazine,dea,soil,BA,0.079984333
4,atrazine,dea,soil,BA,0.067363624
4,atrazine,dea,soil,BA,0.097418212
6,atrazine,dea,soil,BA,0.074555448
6,atrazine,dea,soil,BA,0.068754387
6,atrazine,dea,soil,BA,0.067014992
6,atrazine,dea,soil,BA,0.051552006
6,atrazine,dea,soil,BA,0.064942611
8,atrazine,dea,soil,BA,0.087672918
8,atrazine,dea,soil,BA,0.072403291
8,atrazine,dea,soil,BA,0.071631802
8,atrazine,dea,soil,BA,0.06940153
8,atrazine,dea,soil,BA,0.065483807
10,atrazine,dea,soil,BA,0.090153553
10,atrazine,dea,soil,BA,0.058317407
10,atrazine,dea,soil,BA,0.061020193
10,atrazine,dea,soil,BA,0.089385924
10,atrazine,dea,soil,BA,0.07719467
0,chloro,chloromet,amphib,BA,0.073700244
0,chloro,chloromet,amphib,BA,0.109722213
0,chloro,chloromet,amphib,BA,0.078574387
0,chloro,chloromet,amphib,BA,0.079830754
0,chloro,chloromet,amphib,BA,0.099619209
2,chloro,chloromet,amphib,BA,0.072874896
2,chloro,chloromet,amphib,BA,0.086024643
2,chloro,chloromet,amphib,BA,0.092374798
2,chloro,chloromet,amphib,BA,0.064846902
2,chloro,chloromet,amphib,BA,0.087298087
4,chloro,chloromet,amphib,BA,0.085652238
4,chloro,chloromet,amphib,BA,0.081921027
4,chloro,chloromet,amphib,BA,0.103593147
4,chloro,chloromet,amphib,BA,0.093831051
4,chloro,chloromet,amphib,BA,0.066360019
6,chloro,chloromet,amphib,BA,0.07063984
6,chloro,chloromet,amphib,BA,0.07145105
6,chloro,chloromet,amphib,BA,0.089348773
6,chloro,chloromet,amphib,BA,0.079091411
6,chloro,chloromet,amphib,BA,0.143725039
8,chloro,chloromet,amphib,BA,0.070210759
8,chloro,chloromet,amphib,BA,0.073540839
8,chloro,chloromet,amphib,BA,0.050197187
8,chloro,chloromet,amphib,BA,0.088529318
8,chloro,chloromet,amphib,BA,0.075353305
10,chloro,chloromet,amphib,BA,0.053909403
10,chloro,chloromet,amphib,BA,0.06896551
10,chloro,chloromet,amphib,BA,0.063794163
10,chloro,chloromet,amphib,BA,0.07005052
10,chloro,chloromet,amphib,BA,0.057094309
0,chloro,chloro,soil,BA,57.75651281
0,chloro,chloro,soil,BA,102.3188471
0,chloro,chloro,soil,BA,65.01196356
0,chloro,chloro,soil,BA,57.35048527
0,chloro,chloro,soil,BA,46.51376561
2,chloro,chloro,soil,BA,33.60251806
2,chloro,chloro,soil,BA,59.29310488
2,chloro,chloro,soil,BA,64.92323527
2,chloro,chloro,soil,BA,31.45650376
2,chloro,chloro,soil,BA,61.33280569
4,chloro,chloro,soil,BA,60.42139433
4,chloro,chloro,soil,BA,47.39084331
4,chloro,chloro,soil,BA,53.53514586
4,chloro,chloro,soil,BA,55.85180318
4,chloro,chloro,soil,BA,67.77044045
6,chloro,chloro,soil,BA,33.86589381
6,chloro,chloro,soil,BA,24.53526169
6,chloro,chloro,soil,BA,71.16072307
6,chloro,chloro,soil,BA,48.43648594
6,chloro,chloro,soil,BA,33.49242945
8,chloro,chloro,soil,BA,52.62528479
8,chloro,chloro,soil,BA,37.1844573
8,chloro,chloro,soil,BA,73.57869825
8,chloro,chloro,soil,BA,74.75923468
8,chloro,chloro,soil,BA,83.98589503
10,chloro,chloro,soil,BA,38.25020684
10,chloro,chloro,soil,BA,56.72626138
10,chloro,chloro,soil,BA,68.01386873
10,chloro,chloro,soil,BA,102.5827354
10,chloro,chloro,soil,BA,79.54975475
0,chloro,chloromet,soil,BA,0.122328378
0,chloro,chloromet,soil,BA,0.110588833
0,chloro,chloromet,soil,BA,0.099328375
0,chloro,chloromet,soil,BA,0.068120644
0,chloro,chloromet,soil,BA,0.06037805
2,chloro,chloromet,soil,BA,0.022192274
2,chloro,chloromet,soil,BA,0.123831322
2,chloro,chloromet,soil,BA,0.056095804
2,chloro,chloromet,soil,BA,0.067978535
2,chloro,chloromet,soil,BA,0.067568612
4,chloro,chloromet,soil,BA,0.131934352
4,chloro,chloromet,soil,BA,0.03789376
4,chloro,chloromet,soil,BA,0.046559401
4,chloro,chloromet,soil,BA,0.06283193
4,chloro,chloromet,soil,BA,0.047123456
6,chloro,chloromet,soil,BA,0.033231366
6,chloro,chloromet,soil,BA,0.024539241
6,chloro,chloromet,soil,BA,0.035038819
6,chloro,chloromet,soil,BA,0.05070532
6,chloro,chloromet,soil,BA,0.122034032
8,chloro,chloromet,soil,BA,0.043885689
8,chloro,chloromet,soil,BA,0.088287001
8,chloro,chloromet,soil,BA,0.156687066
8,chloro,chloromet,soil,BA,0.099963869
8,chloro,chloromet,soil,BA,0.056237279
10,chloro,chloromet,soil,BA,0.063594741
10,chloro,chloromet,soil,BA,0.035490979
10,chloro,chloromet,soil,BA,0.096867509
10,chloro,chloromet,soil,BA,0.092997245
10,chloro,chloromet,soil,BA,0.0470855
0,metol,metol,amphib,BA,2.931282055
0,metol,metol,amphib,BA,0.347103824
0,metol,metol,amphib,BA,0.747111843
0,metol,metol,amphib,BA,1.458126997
0,metol,metol,amphib,BA,0.842005182
2,metol,metol,amphib,BA,2.479837754
2,metol,metol,amphib,BA,0.390457959
2,metol,metol,amphib,BA,4.602085515
2,metol,metol,amphib,BA,16.00337772
2,metol,metol,amphib,BA,1.76131318
4,metol,metol,amphib,BA,0.649917011
4,metol,metol,amphib,BA,7.808781543
4,metol,metol,amphib,BA,3.96665148
4,metol,metol,amphib,BA,1.54276093
4,metol,metol,amphib,BA,3.211494858
6,metol,metol,amphib,BA,2.189307645
6,metol,metol,amphib,BA,3.779128738
6,metol,metol,amphib,BA,1.181637111
6,metol,metol,amphib,BA,2.372274856
6,metol,metol,amphib,BA,1.347353954
8,metol,metol,amphib,BA,3.302635326
8,metol,metol,amphib,BA,2.478218461
8,metol,metol,amphib,BA,0.477943521
8,metol,metol,amphib,BA,2.62816273
8,metol,metol,amphib,BA,1.469074059
10,metol,metol,amphib,BA,3.784805012
10,metol,metol,amphib,BA,0.178266663
10,metol,metol,amphib,BA,0.83816974
10,metol,metol,amphib,BA,2.909853436
10,metol,metol,amphib,BA,3.06875616
0,metol,mesa,amphib,BA,2.46E-05
0,metol,mesa,amphib,BA,0.000191401
0,metol,mesa,amphib,BA,2.08E-05
0,metol,mesa,amphib,BA,8.13E-06
0,metol,mesa,amphib,BA,3.03E-05
2,metol,mesa,amphib,BA,1.61E-05
2,metol,mesa,amphib,BA,1.17E-05
2,metol,mesa,amphib,BA,0.002214968
2,metol,mesa,amphib,BA,0.000944609
2,metol,mesa,amphib,BA,0.000103842
4,metol,mesa,amphib,BA,1.66E-05
4,metol,mesa,amphib,BA,8.26E-05
4,metol,mesa,amphib,BA,5.49E-05
4,metol,mesa,amphib,BA,1.49E-05
4,metol,mesa,amphib,BA,0.000464958
6,metol,mesa,amphib,BA,2.48E-05
6,metol,mesa,amphib,BA,5.00E-05
6,metol,mesa,amphib,BA,0.000403367
6,metol,mesa,amphib,BA,0.001100037
6,metol,mesa,amphib,BA,1.07E-05
8,metol,mesa,amphib,BA,3.71E-05
8,metol,mesa,amphib,BA,5.16E-05
8,metol,mesa,amphib,BA,9.81E-05
8,metol,mesa,amphib,BA,0.000247182
8,metol,mesa,amphib,BA,1.63E-05
10,metol,mesa,amphib,BA,9.78E-05
10,metol,mesa,amphib,BA,1.27E-05
10,metol,mesa,amphib,BA,0.003537708
10,metol,mesa,amphib,BA,0.000432232
10,metol,mesa,amphib,BA,4.31E-05
0,metol,moxa,amphib,BA,0.000294108
0,metol,moxa,amphib,BA,0.000558097
0,metol,moxa,amphib,BA,0.000283749
0,metol,moxa,amphib,BA,6.83E-05
0,metol,moxa,amphib,BA,0.000199081
2,metol,moxa,amphib,BA,0.000236363
2,metol,moxa,amphib,BA,7.66E-05
2,metol,moxa,amphib,BA,0.001442015
2,metol,moxa,amphib,BA,0.000510237
2,metol,moxa,amphib,BA,0.001269624
4,metol,moxa,amphib,BA,0.000146037
4,metol,moxa,amphib,BA,0.000143666
4,metol,moxa,amphib,BA,0.000365317
4,metol,moxa,amphib,BA,0.000264832
4,metol,moxa,amphib,BA,0.000602575
6,metol,moxa,amphib,BA,0.000131317
6,metol,moxa,amphib,BA,0.000477505
6,metol,moxa,amphib,BA,0.001041703
6,metol,moxa,amphib,BA,0.00061023
6,metol,moxa,amphib,BA,0.000169511
8,metol,moxa,amphib,BA,0.000487905
8,metol,moxa,amphib,BA,0.000102546
8,metol,moxa,amphib,BA,0.000567456
8,metol,moxa,amphib,BA,0.00025952
8,metol,moxa,amphib,BA,9.27E-05
10,metol,moxa,amphib,BA,0.000387499
10,metol,moxa,amphib,BA,7.09E-05
10,metol,moxa,amphib,BA,0.000331489
10,metol,moxa,amphib,BA,0.000540016
10,metol,moxa,amphib,BA,0.000878546
0,metol,metol,soil,BA,24.61731819
0,metol,metol,soil,BA,21.3388881
0,metol,metol,soil,BA,21.93039744
0,metol,metol,soil,BA,22.93092162
0,metol,metol,soil,BA,16.69841723
2,metol,metol,soil,BA,21.78269156
2,metol,metol,soil,BA,30.13938696
2,metol,metol,soil,BA,22.89913875
2,metol,metol,soil,BA,15.50951631
2,metol,metol,soil,BA,22.61379371
4,metol,metol,soil,BA,18.84383325
4,metol,metol,soil,BA,18.89979206
4,metol,metol,soil,BA,16.48638399
4,metol,metol,soil,BA,18.69187814
4,metol,metol,soil,BA,21.78738591
6,metol,metol,soil,BA,19.7286363
6,metol,metol,soil,BA,19.84548436
6,metol,metol,soil,BA,18.30042699
6,metol,metol,soil,BA,21.61340567
6,metol,metol,soil,BA,34.53939533
8,metol,metol,soil,BA,21.17580719
8,metol,metol,soil,BA,24.81521768
8,metol,metol,soil,BA,17.06118215
8,metol,metol,soil,BA,19.10055727
8,metol,metol,soil,BA,20.51550224
10,metol,metol,soil,BA,22.5379891
10,metol,metol,soil,BA,18.45842534
10,metol,metol,soil,BA,17.64342834
10,metol,metol,soil,BA,25.49063619
10,metol,metol,soil,BA,13.50246957
0,metol,mesa,soil,BA,4.99E-07
0,metol,mesa,soil,BA,1.55E-06
0,metol,mesa,soil,BA,5.21E-07
0,metol,mesa,soil,BA,9.45E-07
0,metol,mesa,soil,BA,5.79E-06
